date,transaction_date,month,year_month,week_key,day_name,day_order,hour,channel,total_transactions,total_message_units,billable_amount,success_count,failed_count,pending_count,rna_count,active_users
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,9,SMS,16,16,8000,16,0,0,0,8
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,9,WhatsApp,38,38,7550,32,0,6,0,12
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,10,Call/IVR,16,16,1920,3,0,0,13,5
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,10,Email,25,25,1150,23,0,2,0,11
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,10,SMS,9,17,8500,9,0,0,0,8
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,10,WhatsApp,40,40,7900,30,0,10,0,15
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,11,Call/IVR,10,10,1400,1,0,0,9,6
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,11,Email,32,32,1200,27,0,5,0,11
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,11,SMS,16,18,9000,16,0,0,0,6
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,11,WhatsApp,50,50,11550,43,1,6,0,12
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,12,Call/IVR,8,8,660,1,0,0,7,7
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,12,Email,38,38,1650,34,0,4,0,13
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,12,SMS,8,8,4000,8,0,0,0,4
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,12,WhatsApp,36,36,7200,30,1,5,0,14
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,13,Call/IVR,14,14,2120,2,0,0,12,9
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,13,Email,34,34,1350,27,2,5,0,12
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,13,SMS,12,19,7500,11,1,0,0,6
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,13,WhatsApp,46,46,10700,39,0,7,0,14
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,14,Call/IVR,17,17,1980,3,0,0,14,10
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,14,Email,39,39,1400,30,0,9,0,11
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,14,SMS,13,13,6500,13,0,0,0,9
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,14,WhatsApp,44,44,10450,40,1,3,0,9
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,15,Call/IVR,13,13,0,0,0,0,13,6
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,15,Email,33,33,1350,27,0,6,0,10
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,15,SMS,21,24,12000,21,0,0,0,12
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,15,WhatsApp,45,45,10000,38,0,7,0,11
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,16,Call/IVR,17,17,3440,6,0,0,11,7
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,16,Email,39,39,1700,35,0,4,0,10
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,16,SMS,22,22,11000,22,0,0,0,8
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,16,WhatsApp,44,44,8450,40,1,3,0,14
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,17,Call/IVR,21,21,3220,4,0,0,17,10
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,17,Email,25,25,1000,21,0,4,0,9
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,17,SMS,16,16,8000,16,0,0,0,7
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,17,WhatsApp,45,45,8900,40,1,4,0,9
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,18,Email,34,34,1500,30,0,4,0,11
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,18,SMS,10,10,5000,10,0,0,0,7
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,18,WhatsApp,42,42,9850,39,0,3,0,15
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,19,Email,36,36,1400,31,0,5,0,10
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,19,SMS,10,10,5000,10,0,0,0,6
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,19,WhatsApp,39,39,7150,31,0,8,0,15
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,20,Email,43,43,1900,39,0,4,0,14
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,20,SMS,22,22,11000,22,0,0,0,11
2025-02-22,2025-02-22,02,2025-02,2025-W08,Saturday,6,20,WhatsApp,43,43,8750,34,0,9,0,14
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,8,Call/IVR,10,10,1700,3,0,0,7,6
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,8,Email,40,40,1600,32,0,8,0,11
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,8,SMS,20,27,13500,20,0,0,0,5
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,8,WhatsApp,31,31,6550,27,0,4,0,12
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,9,Call/IVR,13,13,860,1,0,0,12,5
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,9,Email,30,30,1050,22,0,8,0,13
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,9,SMS,14,14,7000,14,0,0,0,8
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,9,WhatsApp,45,45,9750,42,2,1,0,10
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,10,Call/IVR,16,16,2280,3,0,0,13,8
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,10,Email,41,41,1700,35,1,5,0,15
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,10,SMS,16,18,9000,16,0,0,0,7
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,10,WhatsApp,48,48,10500,43,0,5,0,14
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,11,Call/IVR,10,10,440,1,0,0,9,6
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,11,Email,24,24,1000,20,0,4,0,10
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,11,SMS,19,25,12500,19,0,0,0,10
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,11,WhatsApp,39,39,7200,32,0,7,0,8
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,12,Call/IVR,17,17,5160,5,0,0,12,8
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,12,Email,47,47,1800,37,1,9,0,12
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,12,SMS,12,14,7000,12,0,0,0,5
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,12,WhatsApp,46,46,8700,38,2,6,0,13
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,13,Call/IVR,12,12,2100,2,0,0,10,8
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,13,Email,39,39,1500,31,0,8,0,13
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,13,SMS,15,15,7500,15,0,0,0,7
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,13,WhatsApp,41,41,7400,29,0,12,0,15
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,14,Call/IVR,12,12,0,0,0,0,12,5
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,14,Email,31,31,1250,25,0,6,0,10
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,14,SMS,13,13,6500,13,0,0,0,9
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,14,WhatsApp,46,46,10000,39,1,6,0,16
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,15,Call/IVR,15,15,0,0,0,0,15,8
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,15,Email,34,34,1400,28,0,6,0,11
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,15,SMS,19,22,11000,19,0,0,0,7
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,15,WhatsApp,50,50,9950,39,1,10,0,12
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,16,Call/IVR,17,17,1380,2,0,0,15,10
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,16,Email,37,37,1400,28,2,7,0,13
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,16,SMS,15,15,7500,15,0,0,0,7
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,16,WhatsApp,51,51,9800,42,0,9,0,15
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,17,Call/IVR,18,18,2420,3,0,0,15,9
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,17,Email,32,32,1350,28,0,4,0,11
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,17,SMS,17,20,10000,17,0,0,0,8
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,17,WhatsApp,41,41,8250,35,0,6,0,11
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,18,Email,27,27,1050,21,0,6,0,9
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,18,SMS,24,24,12000,24,0,0,0,10
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,18,WhatsApp,42,42,7550,33,1,8,0,11
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,19,Email,38,38,1300,27,2,9,0,11
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,19,SMS,7,7,3500,7,0,0,0,5
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,19,WhatsApp,52,52,11400,46,0,6,0,14
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,20,Email,33,33,1400,29,0,4,0,13
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,20,SMS,18,21,10500,18,0,0,0,8
2025-02-23,2025-02-23,02,2025-02,2025-W08,Sunday,7,20,WhatsApp,42,42,9400,37,0,5,0,12
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,8,Call/IVR,13,13,4340,4,0,0,9,7
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,8,Email,32,32,1350,27,1,4,0,10
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,8,SMS,18,18,9000,18,0,0,0,8
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,8,WhatsApp,38,38,8750,34,0,4,0,12
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,9,Call/IVR,15,15,5200,4,0,0,11,7
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,9,Email,22,22,850,17,0,5,0,8
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,9,SMS,20,28,14000,20,0,0,0,8
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,9,WhatsApp,50,50,11750,45,0,5,0,11
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,10,Call/IVR,17,17,5320,6,0,0,11,9
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,10,Email,40,40,1700,34,0,6,0,15
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,10,SMS,13,19,9500,13,0,0,0,5
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,10,WhatsApp,39,39,8450,34,1,4,0,12
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,11,Call/IVR,15,15,600,1,0,0,14,9
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,11,Email,33,33,1400,29,1,3,0,8
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,11,SMS,16,24,12000,16,0,0,0,8
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,11,WhatsApp,41,41,8650,38,0,3,0,12
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,12,Call/IVR,15,15,2120,3,0,0,12,6
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,12,Email,37,37,1550,33,0,4,0,13
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,12,SMS,12,12,6000,12,0,0,0,7
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,12,WhatsApp,42,42,7500,34,0,8,0,13
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,13,Call/IVR,12,12,3460,4,0,0,8,7
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,13,Email,36,36,1400,30,0,6,0,12
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,13,SMS,16,18,9000,16,0,0,0,7
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,13,WhatsApp,53,53,12400,44,0,9,0,13
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,14,Call/IVR,10,10,0,0,0,0,10,5
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,14,Email,25,25,1050,21,0,4,0,11
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,14,SMS,15,15,7500,15,0,0,0,8
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,14,WhatsApp,38,38,8250,33,1,4,0,11
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,15,Call/IVR,16,16,800,1,0,0,15,10
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,15,Email,32,32,1350,27,0,5,0,11
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,15,SMS,21,23,11500,21,0,0,0,10
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,15,WhatsApp,43,43,8000,34,0,9,0,12
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,16,Call/IVR,9,9,0,0,0,0,9,7
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,16,Email,27,27,1050,22,1,4,0,11
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,16,SMS,17,24,12000,17,0,0,0,6
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,16,WhatsApp,40,40,8400,32,0,8,0,11
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,17,Call/IVR,8,8,1540,1,0,0,7,6
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,17,Email,47,47,1900,39,2,6,0,13
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,17,SMS,12,17,8500,12,0,0,0,7
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,17,WhatsApp,44,44,9800,39,2,3,0,14
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,18,Email,28,28,950,19,0,9,0,8
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,18,SMS,11,11,5500,11,0,0,0,7
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,18,WhatsApp,42,42,8050,35,1,6,0,14
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,19,Email,37,37,1600,32,0,5,0,14
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,19,SMS,20,23,9500,19,1,0,0,9
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,19,WhatsApp,41,41,6750,30,2,9,0,12
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,20,Email,35,35,1350,27,1,7,0,14
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,20,SMS,23,28,14000,23,0,0,0,11
2025-02-24,2025-02-24,02,2025-02,2025-W09,Monday,1,20,WhatsApp,46,46,8750,36,3,7,0,9
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,8,Call/IVR,14,14,1960,2,0,0,12,7
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,8,Email,31,31,1350,27,1,3,0,11
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,8,SMS,18,21,10500,18,0,0,0,11
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,8,WhatsApp,46,46,9100,39,2,5,0,15
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,9,Call/IVR,12,12,900,1,0,0,11,5
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,9,Email,38,38,1600,33,0,5,0,11
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,9,SMS,15,20,10000,15,0,0,0,7
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,9,WhatsApp,36,36,7800,33,0,3,0,12
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,10,Call/IVR,12,12,2580,5,0,0,7,9
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,10,Email,33,33,1150,23,1,9,0,12
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,10,SMS,13,15,7500,13,0,0,0,8
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,10,WhatsApp,51,51,10650,48,0,3,0,14
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,11,Call/IVR,14,14,2840,3,0,0,11,8
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,11,Email,21,21,750,15,0,6,0,10
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,11,SMS,15,15,7500,15,0,0,0,7
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,11,WhatsApp,37,37,7850,31,0,6,0,14
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,12,Call/IVR,18,18,6360,6,0,0,12,6
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,12,Email,31,31,1250,25,3,3,0,13
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,12,SMS,18,18,9000,18,0,0,0,6
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,12,WhatsApp,39,39,10100,36,0,3,0,16
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,13,Call/IVR,14,14,900,1,0,0,13,7
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,13,Email,33,33,1350,28,0,5,0,12
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,13,SMS,21,24,12000,21,0,0,0,11
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,13,WhatsApp,52,52,11250,43,2,7,0,14
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,14,Call/IVR,12,12,3340,3,0,0,9,8
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,14,Email,39,39,1600,32,0,7,0,12
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,14,SMS,20,23,11500,20,0,0,0,10
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,14,WhatsApp,48,48,10050,41,3,4,0,11
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,15,Call/IVR,16,16,1440,2,0,0,14,9
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,15,Email,36,36,1500,31,0,5,0,12
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,15,SMS,15,17,8500,15,0,0,0,8
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,15,WhatsApp,39,39,8500,35,0,4,0,12
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,16,Call/IVR,10,10,500,1,0,0,9,4
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,16,Email,43,43,1750,36,1,6,0,13
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,16,SMS,11,14,7000,11,0,0,0,7
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,16,WhatsApp,43,43,9050,37,0,6,0,17
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,17,Call/IVR,12,12,1660,2,0,0,10,6
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,17,Email,26,26,1100,22,2,2,0,11
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,17,SMS,15,15,7500,15,0,0,0,7
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,17,WhatsApp,39,39,7800,34,1,4,0,12
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,18,Email,42,42,1800,36,2,4,0,13
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,18,SMS,12,15,7500,12,0,0,0,6
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,18,WhatsApp,36,36,6200,28,0,8,0,10
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,19,Email,31,31,1100,23,0,8,0,14
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,19,SMS,20,23,9500,19,1,0,0,12
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,19,WhatsApp,44,44,8700,36,3,5,0,11
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,20,Email,45,45,1900,38,0,7,0,11
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,20,SMS,15,23,9500,14,1,0,0,7
2025-02-25,2025-02-25,02,2025-02,2025-W09,Tuesday,2,20,WhatsApp,50,50,9250,42,1,7,0,11
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,8,Call/IVR,8,8,660,1,0,0,7,3
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,8,Email,25,25,900,19,0,6,0,11
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,8,SMS,12,21,10500,12,0,0,0,7
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,8,WhatsApp,45,45,9900,41,0,4,0,12
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,9,Call/IVR,14,14,2420,3,0,0,11,6
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,9,Email,29,29,1400,28,0,1,0,14
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,9,SMS,18,24,12000,18,0,0,0,6
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,9,WhatsApp,40,40,9550,37,0,3,0,11
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,10,Call/IVR,13,13,1320,2,1,0,10,8
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,10,Email,27,27,1100,22,0,5,0,10
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,10,SMS,13,13,6500,13,0,0,0,5
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,10,WhatsApp,40,40,7150,32,1,7,0,15
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,11,Call/IVR,6,6,980,2,0,0,4,4
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,11,Email,25,25,1150,23,0,2,0,9
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,11,SMS,13,18,9000,13,0,0,0,7
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,11,WhatsApp,54,54,12800,49,3,2,0,14
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,12,Call/IVR,19,19,7600,8,0,0,11,8
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,12,Email,27,27,850,18,1,8,0,8
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,12,SMS,22,23,11500,22,0,0,0,10
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,12,WhatsApp,50,50,10450,46,2,2,0,12
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,13,Call/IVR,11,11,2980,4,0,0,7,7
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,13,Email,38,38,1450,29,0,9,0,11
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,13,SMS,22,32,16000,22,0,0,0,8
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,13,WhatsApp,42,42,9850,40,1,1,0,9
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,14,Call/IVR,12,12,2700,4,0,0,8,5
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,14,Email,46,46,1900,38,0,8,0,11
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,14,SMS,17,20,10000,17,0,0,0,7
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,14,WhatsApp,57,57,13750,49,2,6,0,15
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,15,Call/IVR,12,12,2800,2,0,0,10,8
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,15,Email,44,44,1850,39,0,5,0,13
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,15,SMS,24,27,13500,24,0,0,0,9
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,15,WhatsApp,45,45,8000,37,2,6,0,12
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,16,Call/IVR,14,14,1000,1,0,0,13,6
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,16,Email,29,29,1200,25,2,2,0,12
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,16,SMS,19,22,11000,19,0,0,0,9
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,16,WhatsApp,40,40,7600,35,0,5,0,11
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,17,Call/IVR,15,15,840,2,0,0,13,8
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,17,Email,32,32,1200,25,0,7,0,13
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,17,SMS,12,18,9000,12,0,0,0,6
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,17,WhatsApp,40,40,8650,36,0,4,0,12
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,18,Email,30,30,1200,25,0,5,0,8
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,18,SMS,16,16,7500,15,1,0,0,6
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,18,WhatsApp,49,49,10600,43,0,6,0,9
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,19,Email,40,40,1450,30,1,9,0,12
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,19,SMS,19,19,9500,19,0,0,0,8
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,19,WhatsApp,47,47,10050,42,0,5,0,12
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,20,Email,33,33,1100,22,0,11,0,11
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,20,SMS,21,24,12000,21,0,0,0,8
2025-02-26,2025-02-26,02,2025-02,2025-W09,Wednesday,3,20,WhatsApp,39,39,6650,34,1,4,0,12
